"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009696","GO:0009696","salicylic acid metabolic process","62/3294","222/20876",2.76681612447304e-06,2.37522848718423e-05,1.70926690692208e-05,"AZI1/RCA/EARLI1/ATMAPK3/DALL3/ACL/ATLFNR2/ATWRKY33/BETA/NA/ATPD/ATWRKY40/ACO4/NA/ATCAMBP25/NA/BGLU26/NA/ATPAL1/NA/ATSYP122/CYP71B15/AT-SYR1/LURP1/NA/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/TAT/ATWRKY53/TGA3/OBP2/NA/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/NA/ATNPR3/AtHsp70-2/ABCG40/ATL2/SARD1/NA/NA/DGD2/PR-5/CRK36/NA/ATEDS1/NA/ANK/NA",62
"GO:0009072","GO:0009072","aromatic amino acid family metabolic process","64/3294","232/20876",3.02942596911958e-06,2.58653706385155e-05,1.86132922816615e-05,"NA/CORI3/GUN4/GASA1/AGP16/ATCAO/ERD6/ATLOX2/AtFBA1/PIF5/NA/PGDH/UMAMIT5/AtCLA1/NA/GDH2/APS1/AtFBA2/UGT72E1/CER6/AKR4C8/ATGSTU20/AVDE1/SCPL8/ATCB5-C/ATGRP-3/AtPLT6/NA/ATG8H/BGLU26/ADT5/GLYI7/ATCAD1/NA/CYP71B7/NTMC2T5.1/CYP79B3/NA/ATHPT/UGT74B1/NA/AtFAH/NA/NA/AtIQM1/Rap2.6L/CAX7/IAGLU/ATSOT17/ADT1/NodGS/ATPME3/ATR4/PYL1/AKN2/AtHGO/IOS1/ADT6/cm-3/CYP74B2/AAS/NA/NA/UGT1",64
"GO:0048878","GO:0048878","chemical homeostasis","74/3294","281/20876",3.52539250860512e-06,2.99372520595602e-05,2.15435081322441e-05,"ANN1/CCL/AQP1/CAB4/ATMT-1/GAMMA-TIP2/NA/ABF2/AtHEMA1/PETE1/ATLOX2/ATACP5/ATGSR2/PIF5/AtHIR2/ATCML9/DRT112/NA/C2H2/PGM3/ATPGMP/AtbZIP63/ATFER1/ACA8/ATGRXCP/RPS10B/NA/COR314-TM2/AtG3Pp4/MEX1/At-NEET/PGM2/ACO4/BGLU26/AT-NHX1/AtSWEET11/ATCRY1/CYP71B7/AIRP3/NA/PSAD-2/ATCAX3/ATNRAMP1/ATRBOHD/NA/ATNHX2/GH3.5/GH3.17/VHA-A2/ACA1/AtPIF4/ATGER3/AAP2/ATBG1/ATCNGC4/SLAH3/ATIRT1/ACA11/DFL1/ATCBL2/GATA21/ABCC5/AtGDPD1/PYE/AtERDL6/ATNRAMP3/ATNRAMP6/BAS1/ATSPL7/AtG3Pp1/AtG3Pp2/ATHMA2/NA/ATNHX3",74
"GO:0036293","GO:0036293","response to decreased oxygen levels","35/3294","103/20876",4.03628500836835e-06,3.40914180007886e-05,2.45329377418653e-05,"NA/AHB1/AOAT1/ASUS1/ATSPS2F/NA/ATSUS3/ATMAPK3/FTM1/ATSS4/LBD41/GBSS1/EXL1/NA/CYP81F2/NA/AtPDC1/ATSUS4/NA/NIMIN-1/PDC2/NA/NA/ATSPS4F/NA/DMR6/AtERF71/ATGSTF14/SARD1/NA/DGD2/AtERF73/NIP2;1/NA/ATEDS1",35
"GO:0019375","GO:0019375","galactolipid biosynthetic process","34/3294","99/20876",4.21972483967576e-06,3.54502017279712e-05,2.5510748538203e-05,"RD2/UBC32/ATACP5/ASUS1/NA/ATSPS2F/ATSUS3/DALL3/ATSS4/NA/NF-YA7/GBSS1/NA/NA/HIPP22/CYP76C2/NA/NF-YA5/NA/ATSUS4/AT4/AtPPsPase1/ANAC013/NA/MAN1/NA/ATMSRB3/ATSPS4F/NA/ATATG18H/NA/PDLZ2/DGD2/CRK36",34
"GO:0042737","GO:0042737","drug catabolic process","43/3294","138/20876",4.58187806167256e-06,3.82879278451468e-05,2.75528389598899e-05,"NA/CORI3/NA/RD21/GAMMA-TIP2/AALP/ATLOX2/ATGSR2/LKR/AtFBA1/PIF5/DRT112/AOAT1/ARATH;BSAS3;1/CAT2/AtCLA1/AtGLDP2/AtFBA2/NA/CER6/BGAL1/PYD1/ChiC/AVDE1/SCPL8/ATCAT3/NA/ATPAL1/ATMDAR3/CYP79B3/CAT1/ATRBOHD/ATHPT/RGA/ATOST1/ATPME3/ATR4/AtHGO/NA/HAE/AAS/LPD1/QRT2",43
"GO:1904062","GO:1904062","regulation of cation transmembrane transport","29/3294","79/20876",4.72817054846383e-06,3.93013541356438e-05,2.8282122913117e-05,"LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/ATFD2/NA/NA/PKS2/THI1/ATCRY1/NA/NA/JK224/NA/OHP/ATCDPK2/NA/NA/PKS1",29
"GO:0000302","GO:0000302","response to reactive oxygen species","81/3294","318/20876",5.03203969831882e-06,4.16070229792572e-05,2.9941333163404e-05,"ALDH7B4/ABI1/ACO2/AtHEMA1/ATDHAR1/ATACP5/ATBT2/BT1/GBF3/ABF3/ATBT4/ATFER1/ATHSP70/NA/DREB2/NA/ATMYB75/BT5/CML24/ATEGY3/ATNAS1/NA/ATERF6/BLH1/CPN10/ATHSP22.0/NA/ATMPK7/NA/NA/ATCRY1/UGT74E2/ACO1/NA/CAT1/NA/AT-HSFA7A/FB/MBS1/ATIPS2/EDL3/ATMSRB7/ATLACS6/APX1B/ATLOX4/AT-HSP17.6A/AtNUDT7/ATSTP4/ACT2/HSP18.2/ATIRT1/ATWRKY53/AtRLP33/HSA32/ANAC092/LOL1/AtLFG4/ATLACS7/NA/NA/AtHrd1B/ATXDH1/NA/HSP21/AtHsp70-2/HSP17.6II/NA/AtENODL16/NA/ABCG40/ATWRKY7/ABA3/GES/AtRPK1/ATEDS1/NA/NA/NA/NA/AtVPS15/NA",81
"GO:0070482","GO:0070482","response to oxygen levels","35/3294","104/20876",5.16834981772988e-06,4.25103537364065e-05,3.05913899379548e-05,"NA/AHB1/AOAT1/ASUS1/ATSPS2F/NA/ATSUS3/ATMAPK3/FTM1/ATSS4/LBD41/GBSS1/EXL1/NA/CYP81F2/NA/AtPDC1/ATSUS4/NA/NIMIN-1/PDC2/NA/NA/ATSPS4F/NA/DMR6/AtERF71/ATGSTF14/SARD1/NA/DGD2/AtERF73/NIP2;1/NA/ATEDS1",35
"GO:0001666","GO:0001666","response to hypoxia","34/3294","100/20876",5.43227171610951e-06,4.44484315937919e-05,3.19860735915659e-05,"NA/AHB1/AOAT1/ASUS1/ATSPS2F/NA/ATSUS3/ATMAPK3/FTM1/ATSS4/LBD41/GBSS1/EXL1/NA/CYP81F2/NA/AtPDC1/ATSUS4/NA/NIMIN-1/PDC2/NA/NA/ATSPS4F/NA/DMR6/ATGSTF14/SARD1/NA/DGD2/AtERF73/NIP2;1/NA/ATEDS1",34
"GO:0051049","GO:0051049","regulation of transport","51/3294","175/20876",5.54276057351626e-06,4.51174966890883e-05,3.24675476190699e-05,"LHCB2/LHCB4.2/ACP4/XBAT31/RCA/CHLM/cICDH/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/(AT)SRC2/ATCOL3/CER6/ATFD2/NA/GAPC-2/NA/PKS2/THI1/ATCRY1/NA/NA/NA/NA/ATSYP122/ATGDU3/JK224/AT-SYR1/NA/NA/ATSK21/GAD/OHP/ATCDPK2/NA/AHL23/NA/CLEL/FLS2/NSL1/ATCBL10/AtGDU4/PDLZ2/CIP1/NA/PKS1/ABCG37",51
"GO:0010150","GO:0010150","leaf senescence","27/3294","72/20876",6.26617688231996e-06,5.04828917032034e-05,3.63286044351505e-05,"COR15/COR78/COR15B/HAI1/RCA/AtSWEET15/LTI65/At-NEET/NA/ASP3/ATOPR1/MAP18/AtWRKY22/AtS40-3/SSL5/ALPHA/ATWRKY53/NA/ANAC059/ANAC092/ESP/ATMLO12/ATWRKY54/TBL17/ANAC053/CAMTA3/ALD1",27
"GO:0090693","GO:0090693","plant organ senescence","27/3294","72/20876",6.26617688231996e-06,5.04828917032034e-05,3.63286044351505e-05,"COR15/COR78/COR15B/HAI1/RCA/AtSWEET15/LTI65/At-NEET/NA/ASP3/ATOPR1/MAP18/AtWRKY22/AtS40-3/SSL5/ALPHA/ATWRKY53/NA/ANAC059/ANAC092/ESP/ATMLO12/ATWRKY54/TBL17/ANAC053/CAMTA3/ALD1",27
"GO:0034762","GO:0034762","regulation of transmembrane transport","38/3294","118/20876",6.81955497226037e-06,5.42091953751028e-05,3.90101349009082e-05,"LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/ATFD2/NA/NA/PKS2/THI1/ATCRY1/NA/NA/NA/NA/ATGDU3/JK224/NA/NA/GAD/OHP/ATCDPK2/NA/AHL23/NA/FLS2/AtGDU4/PKS1/ABCG37",38
"GO:0034765","GO:0034765","regulation of ion transmembrane transport","38/3294","118/20876",6.81955497226037e-06,5.42091953751028e-05,3.90101349009082e-05,"LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/ATFD2/NA/NA/PKS2/THI1/ATCRY1/NA/NA/NA/NA/ATGDU3/JK224/NA/NA/GAD/OHP/ATCDPK2/NA/AHL23/NA/FLS2/AtGDU4/PKS1/ABCG37",38
"GO:0009404","GO:0009404","toxin metabolic process","61/3294","223/20876",6.83222195052219e-06,5.42091953751028e-05,3.90101349009082e-05,"ATGPX6/anac032/UBC32/GABA-T/BCAT4/CSY3/ATGSTF12/ATMAPK3/ATWRKY33/ATGSTU4/AT-HSFA6B/ATGST1/ATGSTU20/14-3-3KAPPA/AtNSP5/ATGPX1/UGT87A2/ATGSTU9/AT103-1A/ASP3/ATCAD8/NA/ATGSTZ1/ATGST11/CYP79B3/UGT74E2/NA/CYP71B15/ATGSTU27/GH3.5/ATGSTU24/NA/ATMFP2/Rap2.6L/CYP71A13/NA/NA/ATMLO12/ATGSTF11/AHL23/AT-HSFC1/NA/NA/ATBCAT-1/AtTic20-IV/NA/ANAC053/ATGSTF14/ABCC2/ATPURC/ATGSTU3/AtPNC1/NA/PDLZ2/ATGSTU25/NA/NA/NA/ATGSTF13/GATA17/UGT1",61
"GO:0016054","GO:0016054","organic acid catabolic process","94/3294","386/20876",7.03997633472136e-06,5.51167451987561e-05,3.96632278089478e-05,"CORI3/GASA1/AT-POX/AGP16/UBC32/GABA-T/ERD6/ATLOX2/LKR/AtFBA1/PIF5/NA/CSY3/PGDH/ASN1/NA/ACX1/AtCLA1/ATMGL/NA/ALDH5F1/APS1/AtGLDP2/AtFBA2/UPM1/UGT72E1/CER6/NA/ATGSTU20/AVDE1/AtNSP5/SCPL8/ATATP-PRT2/ATCB5-C/ATGRP-3/AtPLT6/NA/BGLU26/ALDH12A1/ASP3/ATATP-PRT1/ATCAD1/NA/ATPAL1/CYP71B7/ATGSTZ1/CYP79B3/NA/ATHPT/UGT74B1/NA/AtFAH/ATGSTU24/NQR/ATMFP2/ATLACS6/AtIQM1/NA/GLI1/ATSOT17/NodGS/DELTA-OAT/ATPME3/ATR4/PYL1/ATPCME/ETFBETA/AKN2/AtPNC2/UGT89B1/THA1/AtHGO/IOS1/NA/ATLACS7/PYL2/CYP74B2/NA/ASPGA1/AAS/ATGSTU3/AtPNC1/CYP707A3/NA/UP6/PDLZ2/AAE13/NA/NA/NA/ASPGB1/AtVPS15/NA/NA",94
"GO:0046395","GO:0046395","carboxylic acid catabolic process","94/3294","386/20876",7.03997633472136e-06,5.51167451987561e-05,3.96632278089478e-05,"CORI3/GASA1/AT-POX/AGP16/UBC32/GABA-T/ERD6/ATLOX2/LKR/AtFBA1/PIF5/NA/CSY3/PGDH/ASN1/NA/ACX1/AtCLA1/ATMGL/NA/ALDH5F1/APS1/AtGLDP2/AtFBA2/UPM1/UGT72E1/CER6/NA/ATGSTU20/AVDE1/AtNSP5/SCPL8/ATATP-PRT2/ATCB5-C/ATGRP-3/AtPLT6/NA/BGLU26/ALDH12A1/ASP3/ATATP-PRT1/ATCAD1/NA/ATPAL1/CYP71B7/ATGSTZ1/CYP79B3/NA/ATHPT/UGT74B1/NA/AtFAH/ATGSTU24/NQR/ATMFP2/ATLACS6/AtIQM1/NA/GLI1/ATSOT17/NodGS/DELTA-OAT/ATPME3/ATR4/PYL1/ATPCME/ETFBETA/AKN2/AtPNC2/UGT89B1/THA1/AtHGO/IOS1/NA/ATLACS7/PYL2/CYP74B2/NA/ASPGA1/AAS/ATGSTU3/AtPNC1/CYP707A3/NA/UP6/PDLZ2/AAE13/NA/NA/NA/ASPGB1/AtVPS15/NA/NA",94
"GO:0009697","GO:0009697","salicylic acid biosynthetic process","58/3294","209/20876",7.05731633094219e-06,5.51167451987561e-05,3.96632278089478e-05,"AZI1/RCA/EARLI1/ATMAPK3/DALL3/ATLFNR2/ATWRKY33/BETA/NA/ATPD/ATWRKY40/ACO4/NA/NA/BGLU26/NA/NA/ATSYP122/CYP71B15/AT-SYR1/LURP1/NA/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/TAT/ATWRKY53/TGA3/OBP2/NA/ATWRKY54/NA/ADL1E/AtBG2/NSL1/DMR6/NA/ATNPR3/AtHsp70-2/ABCG40/ATL2/SARD1/NA/NA/DGD2/PR-5/CRK36/NA/ATEDS1/NA/ANK/NA",58
"GO:0006470","GO:0006470","protein dephosphorylation","52/3294","181/20876",7.08693986642186e-06,5.51167451987561e-05,3.96632278089478e-05,"COR15/ABI1/LHCB4.2/NA/PETE1/CP24/AtFBA1/PSAH-2/ABI2/BBX14/ATPTPKIS1/NA/PSAN/ATMAPK3/PYR1/ATGLK2/PSBY/GAPA-2/AtTCP11/ATPGIP2/NA/LQY1/NA/BBX22/HCF107/PSAD-1/PSAD-2/ATSYP122/LSF2/NA/AT-SYR1/WIN2/AtPIF4/NIMIN-1/AIF1/TGA3/AtRLP33/PYL1/AtRLP19/ATCBL2/RHF1A/NA/RLK1/AtRLP32/ATPLC/ZFP8/LSF1/TOPP6/SARD1/PR-5/ATEDS1/TCP5",52
"GO:0015718","GO:0015718","monocarboxylic acid transport","11/3294","17/20876",7.25642779984943e-06,5.6156887061889e-05,4.04117368786015e-05,"ACBP3/NA/ATGPT2/ABCG11/ATPPT2/ATNHD1/AIT1/AtGABP/ABCG40/NIP2;1/ABCG25",11
"GO:0046148","GO:0046148","pigment biosynthetic process","70/3294","267/20876",7.53133743558694e-06,5.7998681918172e-05,4.17371331569679e-05,"ELIP/GUN4/NA/AtHEMA1/ATCAO/ADS3/ATLOX2/ATFLS1/AtRbcX1/AtFBA1/PIF5/DFR/ATMYBL2/A11/CHLM/ATGSTF12/ATCHS/ORF02/ANS/ACSF/AtCLA1/AtCHIL/ATGLK2/AtFBA2/UPM1/NA/UGT78D2/NA/CER6/ATPD/ATMYB75/AVDE1/CYP75B1/CCD4/NA/ATRHM1/SAUR6/ATRNS1/KAT5/BBX22/CH-42/B2/NA/BRT1/ATFLS5/NA/ATPPT2/UF3GT/APT3/AT5MAT/NA/4CL3/NA/NA/ABCI21/AAE15/AtTT8/PIF1/GATA21/PORA/NA/AtBG2/ASE2/NF-YA10/ATMYB111/PR-5/NA/ATMYB11/CGA1/APT2",70
"GO:0010260","GO:0010260","animal organ senescence","15/3294","29/20876",7.66474613287294e-06,5.87381276816751e-05,4.22692546685779e-05,"NA/anac047/SS2/Rap2.6L/CAX7/NA/DELTA-OAT/ATMYB2/ANAC092/ATCFIM-25/ACBP2/ATSRG1/TBL17/NA/NA",15
"GO:0042436","GO:0042436","indole-containing compound catabolic process","29/3294","81/20876",8.35307118752216e-06,6.37023050271715e-05,4.58415863842555e-05,"GASA1/AGP16/ERD6/PGDH/NA/APS1/UGT72E1/ATGSTU20/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74B1/NA/AtIQM1/ATSOT17/ARA8/NodGS/ATPME3/ATR4/PYL1/AKN2/IOS1/CYP74B2/NA",29
"GO:0010155","GO:0010155","regulation of proton transport","28/3294","77/20876",8.45299080278693e-06,6.38444641883571e-05,4.59438872580626e-05,"LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/ATFD2/NA/NA/PKS2/THI1/ATCRY1/NA/NA/JK224/NA/OHP/NA/NA/PKS1",28
"GO:0015804","GO:0015804","neutral amino acid transport","28/3294","77/20876",8.45299080278693e-06,6.38444641883571e-05,4.59438872580626e-05,"AAP1/ATCAD5/NA/NA/NA/ATRNS1/NA/ATM4/NA/ATPAP18/NA/AtPME41/ATCMPG1/NA/AAP2/SDP6/AtPUB22/RHA3B/NA/ATPROT3/ATMLO12/IOS1/NA/ATPSK5/ATSGP2/NA/NA/NA",28
"GO:0008202","GO:0008202","steroid metabolic process","65/3294","244/20876",8.97925338642756e-06,6.74947706702282e-05,4.85707284664981e-05,"ANN1/NA/EXO/SAUR78/EXGT-A1/AtENODL17/NA/NA/CPH/5[beta]-StR/NA/FLA2/NA/SIR/SQS2/SMT3/LBD39/AtNPF6.3/sks4/NA/AGP7/ACO5/ATSMO1/NA/SBH2/GDPDL3/AGP22/GH3.17/AGP4/TT15/APS3/AtSOT1/CBB1/CVP1/LRR1/NA/FLA6/ATKCR2/GATL8/PUT2/NA/SIM/NA/ATSBT4.12/NA/NA/ORP4B/ATCB5LP/NA/ATCRR2/NA/BAS1/TTL4/ABCG35/NA/AHL1/BAT1/MIF1/LAG1/BEN1/CYP90D1/NA/CYP705A8/LAX3/ORP1A",65
"GO:0046351","GO:0046351","disaccharide biosynthetic process","17/3294","36/20876",9.29753320454655e-06,6.95544031635363e-05,5.00528855222205e-05,"ASUS1/RS5/ATSUS3/PGM3/ATPGMP/TPPJ/TPPE/PGM2/NA/TPPI/ATTPS9/ATTPPA/ATSUS4/TPPH/ATTPS5/ATTPS10/ATTPPB",17
"GO:0016311","GO:0016311","dephosphorylation","57/3294","207/20876",1.08597960899767e-05,8.08565860538077e-05,5.81861860844849e-05,"COR15/ABI1/LHCB4.2/NA/PETE1/CP24/AtFBA1/PSAH-2/ABI2/BBX14/ATPTPKIS1/NA/PSAN/ATMAPK3/PYR1/ATGLK2/PSBY/GAPA-2/AtTCP11/ATPGIP2/NA/PPH1/LQY1/NA/BBX22/HCF107/PSAD-1/PSAD-2/ATSYP122/LSF2/NA/AT-SYR1/WIN2/AtPIF4/NIMIN-1/ATG5/AIF1/TGA3/AtRLP33/PYL1/AtRLP19/ATCBL2/RHF1A/NA/RLK1/AtRLP32/ATPLC/5PTASE11/ZFP8/5PTASE2/LSF1/ATVPS34/TOPP6/SARD1/PR-5/ATEDS1/TCP5",57
"GO:0098660","GO:0098660","inorganic ion transmembrane transport","45/3294","152/20876",1.23471672216654e-05,9.14971684209258e-05,6.58433842903108e-05,"ANN1/LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/AHA2/ATFD2/NA/NA/PKS2/THI1/ATMHX/AHA3/ATCRY1/NA/NA/ATNRAMP1/ATNHX2/VHA-E3/JK224/NA/VHA-A2/BASS5/ATNHD1/CAX7/OHP/ATCDPK2/NA/NA/ATNHX6/ATNRAMP6/MOT2/NA/AKT1/PKS1",45
"GO:0015994","GO:0015994","chlorophyll metabolic process","53/3294","189/20876",1.24472639355503e-05,9.18058762570399e-05,6.60655372709711e-05,"ALDH7B4/ELIP/CaS/GUN4/NA/RD21/AtHEMA1/ATCAO/AIRP2/ADS3/NA/ATLOX2/ACD1/AtFBA1/PIF5/CHLM/NA/NYC1/ACSF/AtCLA1/AtOZF1/ATGLK2/AtFBA2/NA/CRN1/CER6/ATPD/AVDE1/NA/SAUR6/NA/NA/BBX22/CH-42/NA/ATNYE1/HCAR/ATHPT/AtFAH/ATSDX1/ATIPS2/NA/NA/AAE15/ETFBETA/AtHGO/PIF1/GATA21/ATLDA/PORA/NA/AtLHCB7/CGA1",53
"GO:1902600","GO:1902600","proton transmembrane transport","32/3294","95/20876",1.26220148552994e-05,9.26597445685765e-05,6.66799997766432e-05,"LHCB2/LHCB4.2/ACP4/RCA/CHLM/DRT112/NA/LHCA1/AtCLA1/CAO/LHCB5/AtPGR5/ATCOL3/CER6/AHA2/ATFD2/NA/NA/PKS2/THI1/AHA3/ATCRY1/NA/NA/VHA-E3/JK224/NA/VHA-A2/OHP/NA/NA/PKS1",32
"GO:0050801","GO:0050801","ion homeostasis","63/3294","237/20876",1.31635432042341e-05,9.61857040644265e-05,6.92173581461316e-05,"ANN1/CCL/AQP1/CAB4/ATMT-1/GAMMA-TIP2/NA/AtHEMA1/PETE1/ATLOX2/ATACP5/ATGSR2/PIF5/AtHIR2/ATCML9/DRT112/NA/C2H2/PGM3/ATPGMP/ATFER1/ACA8/ATGRXCP/NA/COR314-TM2/AtG3Pp4/MEX1/At-NEET/PGM2/ACO4/BGLU26/AT-NHX1/AtSWEET11/ATCRY1/CYP71B7/AIRP3/NA/PSAD-2/ATCAX3/ATNRAMP1/NA/ATNHX2/VHA-A2/ACA1/AtPIF4/ATGER3/AAP2/ATCNGC4/SLAH3/ATIRT1/ACA11/ATCBL2/ABCC5/AtGDPD1/PYE/ATNRAMP3/ATNRAMP6/ATSPL7/AtG3Pp1/AtG3Pp2/ATHMA2/NA/ATNHX3",63
"GO:0006694","GO:0006694","steroid biosynthetic process","59/3294","218/20876",1.36242453601693e-05,9.90911549112311e-05,7.13081847798333e-05,"ANN1/NA/EXO/SAUR78/EXGT-A1/AtENODL17/NA/NA/CPH/NA/FLA2/NA/SIR/SQS2/SMT3/LBD39/AtNPF6.3/sks4/NA/AGP7/ACO5/ATSMO1/NA/SBH2/GDPDL3/AGP22/GH3.17/AGP4/APS3/CBB1/CVP1/LRR1/NA/FLA6/ATKCR2/GATL8/PUT2/NA/SIM/NA/ATSBT4.12/NA/NA/ATCB5LP/NA/ATCRR2/NA/TTL4/ABCG35/NA/AHL1/BAT1/MIF1/LAG1/BEN1/CYP90D1/NA/CYP705A8/LAX3",59
"GO:0006073","GO:0006073","cellular glucan metabolic process","92/3294","382/20876",1.40211250227851e-05,0.000101042144086217,7.27121597029029e-05,"ACD31.2/GWD/CaS/PY/ATPHS2/APL3/ATLOX2/AtFBA1/AtENODL17/NA/AtBAM1/ATISA3/ATGWD3/NA/DPE2/ATPTPKIS1/CAT2/ATSUS3/BE3/SKU5/PGM3/ATPMEPCRA/ATPGMP/CYP83A1/ATSS4/PHS1/AtFBA2/OEP6/AMY3/NA/ATXTH18/ATPD/AHA2/ATGSTU20/ATATP-PRT2/NA/MEX1/APL4/NA/PGM2/AtNPF6.3/ATGT18/THI1/AT-BETA-AMY/DPE1/ATSFR2/NA/NA/PG2/NA/ATXTH19/LSF2/NA/NA/ATXT1/ATCBF3/NA/GDPDL3/FB/AGP4/BAM2/ATXTH17/AtBE2/TTL3/CBB1/AtNUDT7/SIG4/APRR5/ACT2/NA/AAE15/ARP2/NA/NA/ATGSTF11/ATTPS5/ATGSL03/NA/ATLDA/NA/AtXTH12/LSF1/AtXTH13/ATXYL1/ABCG35/APL2/REB1/NA/Cpn60beta4/NA/NA/AtIDD14",92
"GO:0044042","GO:0044042","glucan metabolic process","92/3294","382/20876",1.40211250227851e-05,0.000101042144086217,7.27121597029029e-05,"ACD31.2/GWD/CaS/PY/ATPHS2/APL3/ATLOX2/AtFBA1/AtENODL17/NA/AtBAM1/ATISA3/ATGWD3/NA/DPE2/ATPTPKIS1/CAT2/ATSUS3/BE3/SKU5/PGM3/ATPMEPCRA/ATPGMP/CYP83A1/ATSS4/PHS1/AtFBA2/OEP6/AMY3/NA/ATXTH18/ATPD/AHA2/ATGSTU20/ATATP-PRT2/NA/MEX1/APL4/NA/PGM2/AtNPF6.3/ATGT18/THI1/AT-BETA-AMY/DPE1/ATSFR2/NA/NA/PG2/NA/ATXTH19/LSF2/NA/NA/ATXT1/ATCBF3/NA/GDPDL3/FB/AGP4/BAM2/ATXTH17/AtBE2/TTL3/CBB1/AtNUDT7/SIG4/APRR5/ACT2/NA/AAE15/ARP2/NA/NA/ATGSTF11/ATTPS5/ATGSL03/NA/ATLDA/NA/AtXTH12/LSF1/AtXTH13/ATXYL1/ABCG35/APL2/REB1/NA/Cpn60beta4/NA/NA/AtIDD14",92
"GO:0046149","GO:0046149","pigment catabolic process","23/3294","59/20876",1.42880721091917e-05,0.000102412328093057,7.36981743924037e-05,"ALDH7B4/RD21/AIRP2/NA/ACD1/NA/NYC1/AtOZF1/CRN1/NA/NA/NA/ATNYE1/AtFAH/ATIPS2/NA/NA/ETFBETA/AtHGO/ATLDA/NA/AtLHCB7/UGT76C2",23
"GO:0046686","GO:0046686","response to cadmium ion","109/3294","470/20876",1.43416372886521e-05,0.000102412328093057,7.36981743924037e-05,"NA/ANN1/ATGPX6/AtCOR47/RD21/GAMMA-TIP2/ACO2/ATPHS2/AALP/ATGGH2/RD19/GABA-T/ATPIP1/ATGRP7/NA/ATGSR2/AtFBA1/ATMYBL2/cICDH/DRT112/PIP1;5/ASUS1/AtCRL1/ARATH;BSAS3;1/ACX1/HMG/PGM3/GDH2/AtPIP2;1/APS1/CBSX3/BBX24/ATGLX1/AtFBA2/ATHSP70/G6PD5/RCI2A/AtCCA1/SNRK2-2/ATCYS1/APA1/ATGST1/NA/AKR4C8/NA/IAA16/SIR/TPPJ/ATCAT3/iPGAM2/EIF4A1/NA/PGM2/GAPC-2/LHY/MEE31/NA/ATOXS3/NA/mMDH1/ATOPR1/TUA5/ATGST11/LCL5/ATMYB59/GDH1/CAT1/TUB9/AtMYB112/NA/NA/AP40/LCL1/RGA/ATMYB73/NA/PUR/ATMYB94/AtCDC48B/ATSK21/PLD/EPR1/GAD/NA/NA/NA/NA/ATTRP2/ARA8/ACT2/ROC2/NA/ATMYB3/ATMYB2/NF-YA4/NA/AtRABA1g/NA/ATCDT1/NA/AS1/AtGDPD1/ADL1E/AtMYB32/ATXYL1/AtGGCT2;1/ATCNGC6/AtHsp70-2/PR-5",109
"GO:0006569","GO:0006569","tryptophan catabolic process","28/3294","79/20876",1.47774415646508e-05,0.000104573696838137,7.52535431030581e-05,"GASA1/AGP16/ERD6/PGDH/NA/APS1/UGT72E1/ATGSTU20/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74B1/NA/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/IOS1/CYP74B2/NA",28
"GO:0046218","GO:0046218","indolalkylamine catabolic process","28/3294","79/20876",1.47774415646508e-05,0.000104573696838137,7.52535431030581e-05,"GASA1/AGP16/ERD6/PGDH/NA/APS1/UGT72E1/ATGSTU20/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74B1/NA/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/IOS1/CYP74B2/NA",28
